,Total_Stops,Price,Date,Month,Arrival_Hour,Arrival_Minute,Dep_Hour,Dep_Min,Duration_H,Duration_M,Airline_Air India,Airline_GoAir,Airline_IndiGo,Airline_Jet Airways,Airline_Jet Airways Business,Airline_Multiple carriers,Airline_Multiple carriers Premium economy,Airline_SpiceJet,Airline_Trujet,Airline_Vistara,Airline_Vistara Premium economy,Source_Chennai,Source_Kolkata,Source_Mumbai,Source_New Delhi,Destination_Cochin,Destination_Hyderabad,Destination_Kolkata,Destination_New Delhi
1580,0,1965,24,6,0,15,22,45,1,30,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
1581,1,6093,3,6,21,0,7,30,13,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1582,1,11841,9,6,8,15,18,55,13,20,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1583,1,9663,9,5,10,5,21,10,12,55,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1584,1,14714,6,6,19,0,19,15,23,45,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1585,1,8529,12,6,22,35,18,55,27,40,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1586,1,5073,6,4,12,10,7,35,4,35,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1587,0,7229,24,4,10,10,7,10,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1588,1,9194,6,6,19,15,10,0,9,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1589,1,11789,12,6,19,0,11,40,7,20,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
1590,0,2017,12,6,14,45,13,15,1,30,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
1591,2,15894,6,6,12,30,14,30,22,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1592,0,3419,9,5,4,15,1,30,2,45,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1593,2,10368,9,6,4,25,5,30,22,55,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1594,1,6027,24,4,20,0,15,10,4,50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1595,1,7480,18,5,9,25,20,40,12,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1596,1,7189,12,6,17,15,8,35,8,40,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1597,0,7276,15,3,12,45,10,0,2,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1598,1,15764,6,3,4,25,11,30,16,55,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1599,1,14714,6,6,4,25,19,15,9,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1600,1,7888,21,5,1,30,17,0,8,30,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
1601,1,10262,6,6,4,25,8,0,20,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1602,2,15318,18,5,4,25,20,0,8,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1603,1,5608,1,5,17,35,10,20,7,15,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1604,1,12681,1,4,18,15,8,25,9,50,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1605,2,9417,6,3,9,25,17,15,16,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1606,1,17057,3,3,21,0,7,5,13,55,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
1607,1,12537,27,3,21,0,13,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
1608,2,10651,27,5,19,15,22,0,21,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1609,0,6741,1,6,9,10,6,0,3,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
1610,1,10844,24,5,22,35,20,0,26,35,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1611,2,13381,27,5,19,15,14,25,28,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1612,0,4423,6,4,8,50,6,5,2,45,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1613,0,5678,27,5,21,5,19,35,1,30,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1614,2,12719,21,5,12,35,9,35,27,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1615,1,5054,1,6,12,10,7,35,4,35,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1616,1,7480,24,5,9,25,9,45,23,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1617,0,6961,3,6,19,45,17,0,2,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1618,0,3841,24,4,19,40,17,10,2,30,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1619,0,3943,3,6,0,15,21,15,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1620,0,7229,3,5,11,20,8,20,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1621,0,4319,15,5,12,20,9,30,2,50,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1622,0,4423,24,4,15,50,13,0,2,50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1623,1,16079,21,5,4,25,22,50,5,35,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1624,0,7754,21,6,22,50,19,50,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1625,2,10467,1,6,9,25,13,15,20,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1626,1,14714,3,6,12,35,17,30,19,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1627,1,7452,1,5,21,5,16,45,28,20,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1628,2,13276,21,5,19,15,13,20,29,55,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1629,2,31783,1,3,10,35,8,50,25,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1630,0,4667,1,5,13,55,11,40,2,15,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1631,0,7229,15,6,18,10,15,15,2,55,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1632,2,14237,15,6,12,35,18,25,18,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1633,1,8266,15,5,19,15,10,20,8,55,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
1634,2,13882,24,6,4,25,9,25,19,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1635,0,4823,6,5,22,50,20,0,2,50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1636,0,4483,24,5,2,45,23,55,2,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1637,0,6961,12,6,8,55,6,10,2,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1638,1,9663,12,5,10,5,18,55,15,10,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1639,2,16704,18,5,4,25,23,5,29,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1640,0,4049,12,5,10,40,9,10,1,30,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1641,0,3807,24,3,10,35,8,20,2,15,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
1642,1,6442,9,6,22,30,6,50,15,40,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1643,1,7832,15,3,7,40,7,0,24,40,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1644,1,6442,24,6,22,30,8,35,13,55,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1645,0,4823,21,4,22,50,20,0,2,50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1646,1,13555,6,3,5,5,5,45,23,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1647,1,5135,6,4,19,35,10,35,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1648,0,3383,15,5,2,45,23,55,2,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1649,1,5842,15,6,13,35,7,25,6,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1650,2,16704,18,5,4,25,13,25,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1651,1,8366,1,5,7,55,16,50,15,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1652,0,1965,9,5,7,15,5,45,1,30,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
1653,0,3873,6,6,19,40,17,10,2,30,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1654,1,27992,1,3,20,20,8,0,12,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1655,1,10678,6,6,12,35,4,55,7,40,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
1656,1,6824,21,3,23,15,8,50,14,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1657,2,9443,12,6,19,15,5,0,38,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1658,1,13378,21,3,19,15,7,5,12,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
1659,0,3943,1,5,6,50,4,0,2,50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1660,1,7191,18,5,21,0,11,25,9,35,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1661,0,3625,27,6,8,35,5,55,2,40,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1662,1,6841,27,5,13,35,7,25,6,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1663,1,11134,24,3,23,25,16,55,6,30,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1664,1,14571,6,6,20,45,18,55,25,50,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1665,3,12346,1,3,12,15,5,50,30,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1666,0,4544,21,4,20,45,17,45,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1667,2,13376,9,6,4,25,14,35,13,50,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1668,1,11087,12,3,12,25,18,55,17,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1669,0,5515,3,3,11,30,9,0,2,30,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1670,0,4804,27,6,7,15,4,40,2,35,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1671,0,3597,12,6,15,35,13,15,2,20,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1672,1,15353,6,3,19,15,6,0,13,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
1673,1,9899,12,6,16,20,6,30,9,50,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1674,0,7303,24,3,21,20,18,25,2,55,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1675,1,13817,12,3,21,20,8,55,12,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1676,2,19329,6,3,19,45,19,10,24,35,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1677,1,16289,12,6,12,35,7,5,5,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1678,1,9663,15,5,10,5,18,55,15,10,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1679,2,10975,3,6,9,25,9,45,23,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1680,0,4384,18,3,12,55,10,20,2,35,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1681,1,14714,12,6,19,0,9,0,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1682,2,10919,12,6,4,25,14,35,13,50,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1683,1,14388,21,5,4,40,14,5,14,35,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1684,1,10877,15,6,19,0,11,25,7,35,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
1685,2,15129,9,5,12,35,23,5,13,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1686,1,7191,6,5,21,0,7,30,13,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1687,1,6686,1,5,7,45,23,30,8,15,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1688,1,7530,3,6,1,30,12,50,12,40,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
1689,1,6442,15,6,22,30,7,35,14,55,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1690,1,10262,27,6,12,35,9,0,27,35,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1691,1,13817,12,3,9,30,18,55,14,35,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1692,1,13626,12,6,23,35,14,5,9,30,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1693,1,14388,12,5,10,5,18,55,15,10,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1694,0,4804,27,4,7,15,4,40,2,35,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1695,0,5406,21,3,17,35,14,30,3,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1696,1,4611,3,4,22,50,17,55,4,55,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
1697,1,5069,9,6,13,0,8,10,4,50,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1698,0,3898,6,6,10,40,7,45,2,55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1699,0,2754,6,6,13,30,12,0,1,30,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1700,1,6943,27,5,1,30,15,0,10,30,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
1701,1,14781,18,5,18,15,5,45,12,30,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1702,1,16079,21,5,19,0,13,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1703,0,8033,15,3,19,45,16,55,2,50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1704,0,6860,9,3,21,20,18,25,2,55,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1705,1,6953,27,3,19,15,11,40,7,35,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
1706,0,4823,12,5,10,5,7,10,2,55,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1707,0,4174,9,4,7,15,4,40,2,35,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1708,2,12819,27,6,19,0,13,25,29,35,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1709,1,9663,15,5,4,40,21,10,7,30,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1710,0,3841,3,5,9,30,6,55,2,35,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1711,0,5000,27,6,8,50,5,35,3,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1712,2,13366,1,3,22,10,5,50,16,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1713,1,12395,6,3,16,45,21,55,18,50,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
1714,1,7452,15,5,21,5,16,45,28,20,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1715,1,15554,18,5,19,0,19,45,23,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1716,1,13067,6,5,15,5,17,0,22,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1717,0,6565,1,3,17,45,15,10,2,35,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1718,0,1965,24,5,7,15,5,45,1,30,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
1719,0,3332,27,3,12,5,9,30,2,35,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
1720,1,6208,21,3,10,10,5,25,4,45,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1721,1,11161,18,3,18,40,13,50,28,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1722,2,12224,12,6,13,45,10,0,27,45,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1723,1,9663,1,5,12,0,18,55,17,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1724,1,12284,18,3,15,15,8,55,6,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1725,1,7480,27,5,9,25,17,20,16,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1726,1,17024,6,3,4,25,19,15,9,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1727,1,14151,6,6,19,10,20,25,22,45,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1728,0,4804,21,6,19,50,17,15,2,35,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1729,1,6069,18,5,21,0,16,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1730,1,6065,21,3,21,55,6,40,15,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1731,1,14151,18,5,9,45,20,25,13,20,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1732,1,14231,24,3,12,0,18,55,17,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1733,1,12395,6,3,9,25,15,40,17,45,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
1734,1,5636,24,4,7,25,2,0,5,25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1735,1,5232,6,4,23,0,17,40,5,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1736,1,14714,1,6,4,25,14,0,14,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1737,0,3850,6,5,10,15,7,55,2,20,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1738,1,7258,27,5,9,35,17,40,15,55,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1739,1,17471,6,3,20,20,21,25,22,55,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1740,0,4423,9,5,0,5,21,10,2,55,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1741,0,2227,18,6,22,50,21,20,1,30,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1742,1,13377,24,6,1,30,10,0,15,30,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
1743,0,8016,12,6,11,20,8,20,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1744,1,5626,9,3,8,50,6,50,26,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1745,0,6860,21,3,19,45,16,55,2,50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1746,1,6628,1,6,1,30,18,35,6,55,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1747,1,11627,6,6,12,35,13,0,23,35,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1748,0,4174,9,6,19,40,17,10,2,30,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1749,1,14714,1,6,4,25,18,15,10,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1750,1,14151,12,5,21,5,9,35,11,30,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1751,1,12898,27,5,19,0,16,0,27,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1752,1,12373,18,5,4,25,21,50,6,35,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1753,0,3943,18,6,13,0,10,10,2,50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1754,2,7870,9,6,23,30,15,10,8,20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1755,0,8016,18,6,22,0,18,55,3,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1756,2,10975,15,5,9,25,13,5,20,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1757,0,3850,27,5,10,15,7,55,2,20,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1758,0,4804,18,6,23,10,20,25,2,45,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1759,1,15554,9,3,4,25,20,50,7,35,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1760,0,4465,18,3,9,35,6,55,2,40,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1761,1,11841,9,6,10,5,21,10,12,55,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1762,1,19332,9,3,19,15,8,0,11,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
1763,0,3841,21,6,19,40,17,10,2,30,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1764,0,4591,12,4,13,0,10,10,2,50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1765,1,5192,24,5,20,5,15,15,4,50,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1766,1,10577,9,6,12,35,18,15,18,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1767,2,15129,18,5,4,25,19,30,8,55,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1768,1,11789,6,6,19,0,6,0,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
1769,1,8372,15,6,7,40,21,0,10,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1770,1,8266,9,5,19,15,6,0,13,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
1771,1,14781,6,5,19,50,6,30,13,20,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1772,0,5613,21,4,19,35,17,0,2,35,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1773,0,7229,24,4,18,10,15,15,2,55,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1774,1,6093,24,6,21,0,8,30,12,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1775,2,15544,21,5,12,35,5,30,7,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1776,1,6296,18,5,13,35,7,25,6,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1777,0,4804,27,4,12,20,9,35,2,45,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1778,0,4284,18,3,8,40,5,50,2,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1779,1,6558,21,3,22,20,7,35,14,45,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1780,1,5775,24,6,3,35,21,50,5,45,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1781,0,3543,21,6,10,35,8,20,2,15,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
1782,1,17024,6,3,18,50,9,55,8,55,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1783,0,4050,9,6,8,30,7,5,1,25,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1784,2,14219,6,3,15,15,6,0,33,15,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1785,1,26890,1,3,18,25,11,40,6,45,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1786,2,9653,15,6,19,15,19,45,23,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1787,0,3943,21,6,8,50,6,5,2,45,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1788,1,10844,18,5,16,20,14,5,26,15,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1789,1,8849,1,4,4,40,21,10,7,30,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1790,0,2754,12,6,3,10,1,40,1,30,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1791,2,10756,21,3,19,15,6,50,36,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1792,1,14151,21,5,21,5,17,0,28,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1793,1,9899,12,6,20,45,8,25,12,20,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1794,1,12242,21,3,4,25,22,0,6,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1795,2,10368,9,6,12,35,19,30,17,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1796,0,5755,24,5,10,40,9,10,1,30,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1797,1,10262,15,6,4,25,18,15,10,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1798,1,6643,6,6,17,15,8,35,8,40,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1799,1,9845,21,3,21,0,7,30,13,30,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
1800,1,11134,24,3,12,0,18,55,17,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
